,title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source
1961,Call of the Night Season 2,"Comedy, Psychological, Romance, Slice of Life, Supernatural",LIDENFILMS,0,2025-07,Tv,0.0,AniList
1962,Code Geass: Rozé of the Recapture,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,12,2024-06,Ona,65.0,AniList
1963,Kill Me Baby,Comedy,J.C.STAFF,13,2012-01,Tv,66.0,AniList
1964,Sailor Moon S,"Action, Adventure, Drama, Fantasy, Mahou Shoujo, Romance",Toei Animation,38,1994-03,Tv,78.0,AniList
1965,Dragon Ball Z: Bio-Broly,"Action, Adventure, Sci-Fi",Toei Animation,1,1994-07,Movie,52.0,AniList
1966,Hajime no Ippo: The Fighting! - Champion Road,"Comedy, Sports",MADHOUSE,1,2003-04,Special,80.0,AniList
1967,Hinomaru Sumo,"Action, Sports",GONZO,24,2018-10,Tv,72.0,AniList
1968,Lupin The 3rd: The Castle of Cagliostro,"Action, Adventure, Comedy, Mystery",Tokyo Movie Shinsha,1,1979-12,Movie,80.0,AniList
1969,Celestial Method,"Drama, Fantasy, Slice of Life",Studio 3Hz,13,2014-10,Tv,64.0,AniList
1970,Ao Haru Ride: unwritten,"Romance, Slice of Life",Production I.G,1,2014-08,Ova,72.0,AniList
1971,Dragon Ball Z: Bojack Unbound,"Action, Adventure, Sci-Fi",Toei Animation,1,1993-07,Movie,67.0,AniList
1972,Basilisk,"Action, Adventure, Drama, Romance",GONZO,24,2005-04,Tv,71.0,AniList
1973,Isuca,"Action, Comedy, Ecchi, Romance, Supernatural",Arms,10,2015-01,Tv,54.0,AniList
1974,Ace of the Diamond Second Season,Sports,Production I.G,51,2015-04,Tv,82.0,AniList
1975,Midori Days,"Comedy, Drama, Ecchi, Romance, Slice of Life, Supernatural",Studio Pierrot,13,2004-04,Tv,68.0,AniList
1976,Sound! Euphonium 3,"Drama, Music, Slice of Life",Kyoto Animation,13,2024-04,Tv,87.0,AniList
1977,Steins;Gate: Soumei Eichi no Cognitive Computing,"Comedy, Sci-Fi",WHITE FOX,4,2014-10,Ona,72.0,AniList
1978,MUSHI-SHI Special: Bell Droplets,"Adventure, Fantasy, Mystery, Psychological, Slice of Life, Supernatural",Artland,1,2015-05,Movie,84.0,AniList
1979,PSYCHO-PASS Sinners of the System: Case.2 First Guardian,"Action, Psychological, Sci-Fi, Thriller",Production I.G,1,2019-02,Movie,73.0,AniList
1980,BLACKFOX,"Action, Sci-Fi",Studio 3Hz,1,2019-10,Movie,64.0,AniList
1981,NieR:Automata Ver1.1a Cour 2,"Action, Drama, Fantasy, Psychological, Sci-Fi",Aniplex,12,2024-07,Tv,80.0,AniList
1982,"Zoku Sayonara, Zetsubou-Sensei",Comedy,Shaft,13,2008-01,Tv,77.0,AniList
1983,Lupin the 3rd,"Adventure, Comedy",Tokyo Movie Shinsha,23,1971-10,Tv,74.0,AniList
1984,Golden Kamuy Season 4,"Action, Adventure, Comedy",Brain's Base,13,2022-10,Tv,81.0,AniList
1985,Code Geass: Lelouch of the Rebellion I - Initiation,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,1,2017-10,Movie,76.0,AniList
1986,Tenjho Tenge,"Action, Drama, Ecchi",MADHOUSE,24,2004-04,Tv,64.0,AniList
1987,One Piece: Baron Omatsuri and the Secret Island,"Adventure, Comedy, Fantasy",Toei Animation,1,2005-03,Movie,77.0,AniList
1988,Fist of the North Star,"Action, Drama, Sci-Fi",Toei Animation,109,1984-10,Tv,75.0,AniList
1989,Astarotte's Toy,"Comedy, Ecchi, Fantasy, Romance",diomedéa,12,2011-04,Tv,60.0,AniList
1990,PSYCHO-PASS 3: First Inspector,"Action, Psychological, Sci-Fi, Thriller",Production I.G,3,2020-03,Ona,77.0,AniList
1991,Tokyo Mew Mew,"Adventure, Comedy, Fantasy, Mahou Shoujo, Romance, Sci-Fi",Studio Pierrot,52,2002-04,Tv,69.0,AniList
1992,Pokémon: Black & White,"Action, Adventure, Comedy, Fantasy",TV Tokyo,84,2010-09,Tv,62.0,AniList
1993,Hozuki's Coolheadedness,"Comedy, Fantasy, Supernatural",WIT STUDIO,13,2014-01,Tv,74.0,AniList
1994,Pokémon: Lucario and the Mystery of Mew,"Action, Adventure, Drama, Fantasy",OLM,1,2005-07,Movie,71.0,AniList
1995,Seitokai Yakuindomo OVA,"Comedy, Slice of Life",GoHands,8,2011-04,Ova,75.0,AniList
1996,Dragon Ball Z: The Tree of Might,"Action, Adventure, Sci-Fi",Toei Animation,1,1990-07,Movie,62.0,AniList
1997,"Diabolik Lovers Ⅱ : More,blood","Drama, Horror, Romance, Supernatural",ZEXCS,12,2015-09,Tv Short,50.0,AniList
1998,My Daughter Left the Nest and Returned an S-Rank Adventurer,"Adventure, Fantasy",TYPHOON GRAPHICS,13,2023-09,Tv,66.0,AniList
1999,Show Me Your Panties While You Give Me That Disgusted Look!,Ecchi,UWAN Pictures,6,2018-07,Ova,53.0,AniList
2000,Fate/kaleid liner Prisma☆Illya: Vow in the Snow,"Action, Drama, Fantasy, Psychological",SILVER LINK.,1,2017-08,Movie,78.0,AniList
2001,Clannad: The Motion Picture,"Drama, Fantasy, Romance",Toei Animation,1,2007-09,Movie,66.0,AniList
2002,Myself; Yourself,"Drama, Romance",Doga Kobo,13,2007-10,Tv,66.0,AniList
2003,Yasuke,"Action, Fantasy, Mecha, Sci-Fi",MAPPA,6,2021-04,Ona,56.0,AniList
2004,The Rising of the Shield Hero Season 4,"Action, Adventure, Fantasy",KADOKAWA,0,2025-07,Tv,0.0,AniList
2005,Yu-Gi-Oh! 5D's,"Action, Sci-Fi",Studio Gallop,154,2008-04,Tv,73.0,AniList
2006,given: on the other hand,"Drama, Music, Romance, Slice of Life",Lerche,1,2021-12,Ova,81.0,AniList
2007,Dungeon Meshi 2nd Season,"Adventure, Comedy, Fantasy",KADOKAWA,0,Unknown,Tv,0.0,AniList
2008,JORAN THE PRINCESS OF SNOW AND BLOOD,"Action, Supernatural",BAKKEN RECORD,12,2021-03,Ona,57.0,AniList
2009,Mashiroiro Symphony,"Drama, Romance",Manglobe,12,2011-10,Tv,66.0,AniList
2010,Dragon Crisis,"Action, Romance, Supernatural",Studio DEEN,12,2011-01,Tv,61.0,AniList
2011,Romeo x Juliet,"Drama, Fantasy, Romance",GONZO,24,2007-04,Tv,71.0,AniList
2012,Pom Poko,"Comedy, Drama, Fantasy",Kyoto Animation,1,1994-06,Movie,70.0,AniList
2013,Devil Survivor 2: The Animation,"Action, Supernatural",Mainichi Broadcasting System,13,2013-04,Tv,63.0,AniList
2014,Dragon Ball: Episode of Bardock,"Action, Adventure, Comedy, Sci-Fi",Toei Animation,1,2011-12,Special,68.0,AniList
2015,The Daily Life of a Middle-Aged Online Shopper in Another World,"Ecchi, Fantasy",KADOKAWA,13,2025-01,Tv,62.0,AniList
2016,The Banished Former Hero Lives as He Pleases,"Action, Adventure, Fantasy, Romance",Studio DEEN,12,2024-04,Tv,48.0,AniList
2017,The Ancient Magus' Bride Season 2 Part 2,"Drama, Fantasy, Romance, Slice of Life, Supernatural",Studio Kafka,12,2023-10,Tv,79.0,AniList
2018,"Welcome to Japan, Ms. Elf!","Comedy, Fantasy, Romance, Slice of Life",Zero-G,12,2025-01,Tv,72.0,AniList
2019,Battle Vixens: Ikki Tousen,"Action, Ecchi",J.C.STAFF,13,2003-07,Tv,58.0,AniList
2020,The Saint's Magic Power is Omnipotent II,"Fantasy, Romance, Slice of Life",diomedéa,12,2023-10,Tv,74.0,AniList
2021,Medaka Box Abnormal,"Action, Comedy",Gainax,12,2012-10,Tv,71.0,AniList
2022,Girls und Panzer der Film,"Action, Sports",Actas,1,2015-11,Movie,81.0,AniList
2023,ef ~ A Tale of Melodies,"Drama, Mystery, Psychological, Romance, Supernatural",Shaft,12,2008-10,Tv,77.0,AniList
2024,Ayakashi Triangle,"Action, Comedy, Ecchi, Romance, Supernatural",Aniplex,12,2023-01,Tv,62.0,AniList
2025,The King's Avatar S2,"Action, Drama",Colored Pencil Animation,12,2020-09,Ona,77.0,AniList
2026,Uta no Prince Sama,"Comedy, Music, Romance",A-1 Pictures,13,2011-07,Tv,65.0,AniList
2027,Amagi Brilliant Park: No Time to Take It Easy!,"Comedy, Fantasy",Kyoto Animation,1,2015-06,Ova,70.0,AniList
2028,Black★Rock Shooter (OVA),"Action, Drama, Slice of Life",Rakuonsha,1,2010-07,Ova,66.0,AniList
2029,KENGAN ASHURA Part II,"Action, Sports",Larx Entertainment,12,2019-10,Ona,76.0,AniList
2030,RADIANT Season 2,"Action, Adventure, Comedy, Fantasy",Lerche,21,2019-10,Tv,74.0,AniList
2031,Pokémon: The Rise of Darkrai,"Action, Adventure, Comedy, Drama, Fantasy",OLM,1,2007-07,Movie,70.0,AniList
2032,Vampire in the Garden,"Action, Adventure, Drama, Fantasy, Music, Sci-Fi",WIT STUDIO,5,2022-05,Ona,70.0,AniList
2033,As Miss Beelzebub Likes it.,"Comedy, Fantasy, Romance, Slice of Life, Supernatural",LIDENFILMS,12,2018-10,Tv,69.0,AniList
2034,White Album,"Drama, Music, Romance",Seven Arcs,13,2009-01,Tv,61.0,AniList
2035,Star Blazers: Space Battleship Yamato 2199,"Action, Drama, Sci-Fi",Xebec,26,2012-04,Ova,81.0,AniList
2036,Drifting Home,"Adventure, Drama, Mystery, Supernatural",Studio Colorido,1,2022-09,Ona,72.0,AniList
2037,PSYCHO-PASS Sinners of the System: Case.3 Beyond the Pale of Vengeance,"Action, Psychological, Sci-Fi, Thriller",Production I.G,1,2019-03,Movie,76.0,AniList
2038,Magic Kaito 1412,"Action, Adventure, Comedy, Mystery",A-1 Pictures,24,2014-10,Tv,76.0,AniList
2039,Freezing Vibration,"Action, Comedy, Drama, Ecchi, Romance, Sci-Fi",Media Factory,12,2013-10,Tv,63.0,AniList
2040,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Sci-Fi",Sunrise,50,2002-10,Tv,72.0,AniList
2041,Dance Dance Danseur,"Drama, Romance, Slice of Life, Sports",MAPPA,11,2022-04,Tv,76.0,AniList
2042,Haven't You Heard? I'm Sakamoto: Haven’t You Heard? I was Sakamoto,"Comedy, Slice of Life",Studio DEEN,1,2016-09,Ova,67.0,AniList
2043,Noblesse: Awakening,"Action, Supernatural",Production I.G,1,2016-02,Ona,69.0,AniList
2044,The Mystic Archives of Dantalian,"Action, Mystery, Supernatural",Gainax,12,2011-07,Tv,69.0,AniList
2045,Strawberry Panic,"Drama, Romance",MADHOUSE,26,2006-04,Tv,67.0,AniList
2046,The Founder of Diabolism 2,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",B.CMAY PICTURES,8,2019-08,Ona,83.0,AniList
2047,Corpse Party: Missing Footage,Horror,Asread,1,2012-08,Ova,53.0,AniList
2048,Tearmoon Empire,"Drama, Fantasy, Romance",SILVER LINK.,12,2023-10,Tv,71.0,AniList
2049,"Good Bye, Dragon Life","Action, Adventure, Fantasy",SynergySP,12,2024-10,Tv,62.0,AniList
2050,Miss Kobayashi’s Dragon Maid S: Japanese Hospitality (The Attendant Is a Dragon),"Comedy, Fantasy, Slice of Life",Kyoto Animation,1,2022-01,Ova,77.0,AniList
2051,Haganai: Episode 0,"Comedy, Romance",AIC Build,1,2011-09,Ova,63.0,AniList
2052,"Omoi, Omoware, Furi, Furare","Drama, Romance",A-1 Pictures,1,2020-09,Movie,71.0,AniList
2053,Take My Brother Away!,"Comedy, Slice of Life",Fanworks,12,2017-03,Ona,72.0,AniList
2054,Pokémon: Destiny Deoxys,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural",OLM,1,2004-07,Movie,67.0,AniList
2055,Please☆Teacher!,"Comedy, Drama, Romance, Sci-Fi",Bandai Visual,12,2002-01,Tv,66.0,AniList
2056,Restaurant to Another World 2,"Fantasy, Slice of Life",OLM,12,2021-10,Tv,76.0,AniList
2057,The Morose Mononokean,Supernatural,Studio Signpost,13,2016-06,Tv,71.0,AniList
2058,Maid-Sama! It's an extra!,Comedy,J.C.STAFF,1,2011-05,Special,72.0,AniList
2059,Darker than Black: Beneath Cherry Blossoms in Full Bloom,"Comedy, Sci-Fi",bones,1,2008-03,Special,72.0,AniList
2060,Macross,"Action, Drama, Mecha, Music, Romance, Sci-Fi",Artland,36,1982-10,Tv,75.0,AniList
2061,Lucky☆Star OVA,"Comedy, Slice of Life",Kyoto Animation,1,2008-09,Ova,76.0,AniList
2062,Classroom☆Crisis,"Comedy, Romance, Sci-Fi",Aniplex,13,2015-07,Tv,65.0,AniList
2063,The Shiunji Family Children,"Comedy, Romance",Doga Kobo,12,2025-04,Tv,67.0,AniList
2064,Xam'd: Lost Memories,"Action, Sci-Fi",bones,26,2008-07,Ona,73.0,AniList
2065,Planetarian,"Drama, Fantasy, Sci-Fi",David Production,5,2016-07,Ona,73.0,AniList
2066,The Strongest Tank's Labyrinth Raids -A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party-,"Action, Adventure, Fantasy",STUDIO POLON,12,2024-01,Tv,59.0,AniList
2067,Mobile Suit Gundam Wing,"Action, Adventure, Drama, Mecha, Sci-Fi",Sunrise,49,1995-04,Tv,71.0,AniList
2068,Garo: The Animation,"Action, Fantasy, Supernatural",MAPPA,24,2014-10,Tv,70.0,AniList
2069,The Girl from the Other Side,"Drama, Fantasy, Mystery",WIT STUDIO,1,2022-03,Ova,75.0,AniList
2070,Toilet-bound Hanako-kun Season 2,"Action, Comedy, Drama, Mystery, Supernatural",Lerche,12,2025-01,Tv,79.0,AniList
2071,Val x Love,"Comedy, Ecchi, Romance, Supernatural",Hoods Entertainment,12,2019-10,Tv,54.0,AniList
2072,The Slayers,"Adventure, Comedy, Fantasy",E&G Films,26,1995-04,Tv,74.0,AniList
2073,"BASTARD!! -Heavy Metal, Dark Fantasy-","Action, Adventure, Comedy, Ecchi, Fantasy",LIDENFILMS,24,2022-06,Ona,63.0,AniList
2074,From Bureaucrat to Villainess: Dad's Been Reincarnated!,"Comedy, Fantasy",Ajiado,12,2025-01,Tv,73.0,AniList
2075,Blue Exorcist -Beyond the Snow Saga-,"Action, Fantasy, Supernatural",Aniplex,12,2024-10,Tv,74.0,AniList
2076,Momokuri,"Comedy, Romance, Slice of Life",Satelight,26,2015-12,Ona,68.0,AniList
2077,The Do-Over Damsel Conquers the Dragon Emperor,"Fantasy, Romance",J.C.STAFF,12,2024-10,Tv,69.0,AniList
2078,Photo Kano,"Ecchi, Romance",MADHOUSE,13,2013-04,Tv,57.0,AniList
2079,Assassination Classroom: Meeting Time,"Action, Comedy, Supernatural",Lerche,1,2014-11,Special,71.0,AniList
2080,A Playthrough of a Certain Dude's VRMMO Life,"Action, Adventure, Comedy, Fantasy",Maho Film,12,2023-10,Tv,62.0,AniList
2081,Cencoroll,"Action, Sci-Fi",Aniplex,1,2009-07,Movie,68.0,AniList
2082,Akagi,"Psychological, Sports, Thriller",MADHOUSE,26,2005-10,Tv,77.0,AniList
2083,Boruto: Naruto the Movie - The Day Naruto Became Hokage,"Action, Comedy",Unknown,1,2016-07,Special,70.0,AniList
2084,To LOVE-Ru Darkness OVA,"Comedy, Ecchi, Romance, Sci-Fi",Xebec,6,2012-08,Ova,72.0,AniList
2085,SUPER LOVERS,"Comedy, Drama, Romance, Slice of Life",Studio DEEN,10,2016-04,Tv,60.0,AniList
2086,Dragon Ball Z: Super Android 13!,"Action, Adventure, Sci-Fi",Toei Animation,1,1992-07,Movie,64.0,AniList
2087,Love Live! Superstar!!,"Music, Slice of Life",Sunrise,12,2021-07,Tv,78.0,AniList
2088,07-Ghost,"Action, Fantasy",Studio DEEN,25,2009-04,Tv,66.0,AniList
2089,KONOSUBA -God's Blessing on This Wonderful World! 3 -BONUS STAGE-,"Action, Adventure, Comedy, Ecchi, Fantasy",KADOKAWA,2,2025-03,Ova,80.0,AniList
2090,Migi&Dali,"Drama, Mystery, Slice of Life",GEEKTOYS,13,2023-10,Tv,75.0,AniList
2091,Urusei Yatsura,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",Studio Pierrot,195,1981-10,Tv,74.0,AniList
2092,Gintama: THE SEMI-FINAL,"Action, Comedy",Bandai Namco Pictures,2,2021-01,Special,82.0,AniList
2093,Record of Ragnarok II Part 2,"Action, Drama, Fantasy, Supernatural",Graphinica,5,2023-07,Ona,76.0,AniList
2094,Trigun: Badlands Rumble,"Action, Comedy, Sci-Fi",MADHOUSE,1,2010-04,Movie,76.0,AniList
2095,Walkure Romanze,"Ecchi, Romance, Sports",Lantis,12,2013-10,Tv,58.0,AniList
2096,VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,"Comedy, Slice of Life",KADOKAWA,12,2024-07,Tv,68.0,AniList
2097,ENDRO!,"Comedy, Fantasy, Slice of Life",Studio Gokumi,12,2019-01,Tv,67.0,AniList
2098,Onee-chan ga Kita,"Comedy, Romance",C2C,12,2014-01,Tv Short,60.0,AniList
2099,VAMPIRE HUNTER D,"Action, Fantasy, Horror, Sci-Fi, Supernatural",Ajiado,1,1985-12,Movie,65.0,AniList
2100,IS: Infinite Stratos Encore: A Sextet Yearning for Love,"Action, Comedy, Mecha, Sci-Fi",Sentai Filmworks,1,2011-12,Ova,64.0,AniList
2101,Time of Eve: The Movie,"Sci-Fi, Slice of Life",Studio Rikka,1,2010-03,Movie,77.0,AniList
2102,Dragon Pilot: Hisone & Masotan,"Action, Comedy, Drama, Fantasy, Romance",bones,12,2018-04,Tv,71.0,AniList
2103,Fate/Grand Order Divine Realm of the Round Table: Camelot - Paladin; Agateram,"Action, Fantasy",Production I.G,1,2021-05,Movie,75.0,AniList
2104,Cross Game,"Comedy, Drama, Romance, Sports",SynergySP,50,2009-04,Tv,81.0,AniList
2105,"I’m a Noble on the Brink of Ruin, So I Might as Well Try Mastering Magic","Adventure, Fantasy",Marvy Jack,12,2025-01,Tv,60.0,AniList
2106,Fullmetal Alchemist: Brotherhood OVA Collection,"Adventure, Drama, Fantasy",bones,4,2009-08,Ova,77.0,AniList
2107,Shironeko Project ZERO CHRONICLE,"Action, Adventure, Fantasy, Romance",project No.9,12,2020-04,Tv,52.0,AniList
2108,Girls Beyond the Wasteland,"Comedy, Romance, Slice of Life",project No.9,12,2016-01,Tv,59.0,AniList
2109,Hunter x Hunter: Yorknew City,"Action, Adventure, Fantasy",Nippon Animation,8,2002-01,Ova,81.0,AniList
2110,BLAME!,"Action, Drama, Horror, Psychological, Sci-Fi",POLYGON PICTURES,1,2017-05,Movie,68.0,AniList
2111,Dragon Ball Z: Lord Slug,"Action, Adventure, Sci-Fi",Toei Animation,1,1991-03,Movie,61.0,AniList
2112,Dragon Ball Z: Dead Zone,"Action, Adventure, Sci-Fi",Toei Animation,1,1989-07,Movie,62.0,AniList
2113,Monster Musume: Everyday Life With Monster Girls OVA,"Comedy, Ecchi, Fantasy, Romance",Lerche,2,2016-11,Ova,68.0,AniList
2114,Attack on Titan Part II: Wings of Freedom,"Action, Drama, Fantasy",WIT STUDIO,1,2015-06,Movie,76.0,AniList
2115,Final Fantasy VII: Advent Children,"Action, Fantasy, Sci-Fi",Square Enix,1,2005-09,Movie,71.0,AniList
2116,The Heroic Legend of Arslan: Dust Storm Dance,"Action, Adventure, Fantasy",LIDENFILMS,8,2016-07,Tv,72.0,AniList
2117,Eden of the East the Movie II: Paradise Lost,"Action, Comedy, Drama, Mystery, Romance",Production I.G,1,2010-03,Movie,72.0,AniList
2118,The Duke of Death and His Maid Season 2,"Comedy, Drama, Romance, Supernatural",NBCUniversal Entertainment Japan,12,2023-07,Tv,76.0,AniList
2119,Macross Frontier,"Action, Mecha, Music, Romance, Sci-Fi",Satelight,25,2008-04,Tv,76.0,AniList
2120,Atelier Ryza: Ever Darkness & the Secret Hideout The Animation,"Action, Adventure, Drama, Fantasy",Aniplex,12,2023-07,Tv,64.0,AniList
2121,MF GHOST,"Sci-Fi, Sports",Avex Pictures,12,2023-10,Tv,74.0,AniList
2122,Amanchu!,"Comedy, Slice of Life",J.C.STAFF,12,2016-07,Tv,71.0,AniList
2123,Code Geass: Akito the Exiled - The Wyvern Divided,"Action, Mecha, Sci-Fi",Sunrise,1,2013-09,Movie,71.0,AniList
2124,A Journey Through Another World: Raising Kids While Adventuring,"Adventure, Fantasy, Slice of Life",EMT Squared,12,2024-07,Tv,66.0,AniList
2125,Sacrificial Princess and the King of Beasts,"Drama, Fantasy, Romance",J.C.STAFF,24,2023-04,Tv,77.0,AniList
2126,Level 1 Demon Lord and One Room Hero,"Action, Adventure, Comedy, Ecchi, Fantasy",KADOKAWA,12,2023-07,Tv,70.0,AniList
2127,Blue Exorcist: Runaway Kuro,"Action, Comedy, Fantasy, Supernatural",Aniplex,1,2011-10,Ova,69.0,AniList
2128,Laughing Under the Clouds,Action,Doga Kobo,12,2014-10,Tv,70.0,AniList
2129,Fate/Grand Order Final Singularity - Grand Temple of Time: Solomon,"Action, Fantasy, Supernatural",CloverWorks,1,2021-07,Movie,76.0,AniList
2130,Saint☆Onii-san,"Comedy, Slice of Life, Supernatural",Aniplex,1,2013-05,Movie,75.0,AniList
2131,Haganai: Add-on Disc,"Comedy, Romance",Funimation,1,2012-09,Ova,67.0,AniList
2132,Tsugumomo2,"Action, Comedy, Ecchi, Supernatural",Zero-G,12,2020-04,Tv,72.0,AniList
2133,Mind Game,"Adventure, Comedy, Psychological, Romance",Horipro,1,2004-08,Movie,76.0,AniList
2134,Digimon Frontier,"Action, Adventure, Drama, Fantasy, Sci-Fi",Toei Animation,50,2002-04,Tv,69.0,AniList
2135,Karakai Jouzu no Takagi-san: Water Slide,"Comedy, Romance, Slice of Life",Shin-Ei Animation,1,2018-07,Ova,73.0,AniList
2136,ATRI -My Dear Moments-,"Drama, Romance, Sci-Fi",TROYCA,13,2024-07,Tv,70.0,AniList
2137,"The Girl From the Other Side: Siúil, a Rún","Fantasy, Mystery",WIT STUDIO,1,2019-09,Ova,74.0,AniList
2138,The Fable,"Action, Comedy, Drama, Romance, Thriller",Tezuka Productions,25,2024-04,Tv,77.0,AniList
2139,Rampo Kitan: Game of Laplace,"Drama, Mystery, Psychological",Lerche,11,2015-07,Tv,60.0,AniList
2140,Aggretsuko: Season 3,"Comedy, Music, Slice of Life",Fanworks,10,2020-08,Ona,77.0,AniList
2141,"Wave, Listen to Me!","Comedy, Drama, Romance, Slice of Life",Sunrise,12,2020-04,Tv,71.0,AniList
2142,Witch Hat Atelier,"Adventure, Drama, Fantasy",Kodansha,0,2025,Tv,0.0,AniList
2143,Blood Lad: Wagahai wa Neko de wa Nai,"Action, Comedy, Supernatural",Brain's Base,1,2013-12,Ova,68.0,AniList
2144,Slow Start,"Comedy, Slice of Life",CloverWorks,12,2018-01,Tv,68.0,AniList
2145,Danchigai,"Comedy, Slice of Life",DAX Production,12,2015-07,Tv Short,62.0,AniList
2146,Haikyu!! The Movie: Battle of Concepts,"Comedy, Drama, Sports",Production I.G,1,2017-09,Movie,80.0,AniList
2147,Baka and Test - Summon the Beasts: Matsuri,"Comedy, Romance, Slice of Life",Funimation,2,2011-02,Ova,72.0,AniList
2148,Yowamushi Pedal: Grande Road,"Comedy, Drama, Sports",Toho,24,2014-10,Tv,78.0,AniList
2149,Code Geass: Lelouch of the Rebellion III - Glorification,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,1,2018-05,Movie,77.0,AniList
2150,Slow Loop,"Slice of Life, Sports",CONNECT,12,2022-01,Tv,71.0,AniList
2151,Nichijou - My Ordinary Life: Episode 0,"Comedy, Slice of Life",Kyoto Animation,1,2011-03,Ova,73.0,AniList
2152,Food Wars! The Third Plate: Erina at Polar Star Dormitory,"Drama, Ecchi",J.C.STAFF,1,2018-05,Ova,72.0,AniList
2153,Desert Punk,"Action, Adventure, Comedy, Ecchi, Sci-Fi",GONZO,24,2004-10,Tv,68.0,AniList
2154,B: The Beginning: Succession,"Action, Mystery, Psychological, Supernatural, Thriller",Production I.G,6,2021-03,Ona,60.0,AniList
2155,"'Tis Time for ""Torture,"" Princess","Comedy, Fantasy, Slice of Life",PINE JAM,12,2024-01,Tv,71.0,AniList
2156,Attack on Titan Part I: Crimson Bow and Arrow,"Action, Drama, Fantasy",WIT STUDIO,1,2014-11,Movie,75.0,AniList
2157,The Summer Hikaru Died,"Horror, Mystery, Psychological, Supernatural, Thriller",KADOKAWA,0,2025-07,Tv,0.0,AniList
2158,The Testament of Sister New Devil DEPARTURES,"Action, Ecchi, Fantasy, Romance",Production IMS,1,2018-01,Ova,66.0,AniList
2159,Magi: Adventure of Sinbad (OVA),"Action, Adventure, Comedy, Fantasy",Lay-duce,5,2014-05,Ova,76.0,AniList
2160,Kuma Kuma Kuma Bear - Punch!,"Adventure, Comedy, Fantasy, Slice of Life",EMT Squared,12,2023-04,Tv,72.0,AniList
2161,Theatre of Darkness: Yamishibai,"Horror, Supernatural",ILCA,13,2013-07,Tv Short,65.0,AniList
2162,MUSHI-SHI The Next Passage Special - Path of Thorns,"Adventure, Fantasy, Mystery, Psychological, Slice of Life, Supernatural",Artland,1,2014-08,Special,82.0,AniList
2163,Is this a Zombie? OVA,"Action, Comedy, Ecchi, Supernatural",Studio DEEN,2,2011-06,Ova,70.0,AniList
2164,Isekai Quartet The Movie: Another World,"Comedy, Fantasy",Studio PuYUKAI,1,2022-06,Movie,73.0,AniList
2165,Sengoku Youko,"Action, Adventure, Fantasy",WHITE FOX,13,2024-01,Tv,69.0,AniList
2166,Hidamari Sketch,"Comedy, Slice of Life",Aniplex,12,2007-01,Tv,74.0,AniList
2167,Rascal Does Not Dream of Santa Claus,"Comedy, Psychological, Romance, Supernatural",Aniplex,0,2025-07,Tv,0.0,AniList
2168,Coppelion,"Action, Sci-Fi",GoHands,13,2013-10,Tv,60.0,AniList
2169,Dragon Ball Z: Bardock – The Father of Goku,"Action, Adventure, Sci-Fi",Toei Animation,1,1990-10,Special,73.0,AniList
2170,Dream Eater Merry,"Action, Supernatural",J.C.STAFF,13,2011-01,Tv,65.0,AniList
2171,RahXephon,"Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",bones,26,2002-01,Tv,70.0,AniList
2172,The Rolling Girls,"Action, Adventure, Sci-Fi",WIT STUDIO,12,2015-01,Tv,64.0,AniList
2173,The World Ends with You The Animation,"Action, Supernatural",Shin-Ei Animation,12,2021-04,Tv,57.0,AniList
2174,RELEASE THE SPYCE,"Action, Adventure",Lay-duce,12,2018-10,Tv,67.0,AniList
2175,Mayoi Neko Overrun!,"Comedy, Romance",AIC,13,2010-04,Tv,62.0,AniList
2176,The Demon Girl Next Door Season 2,"Comedy, Fantasy, Mahou Shoujo, Slice of Life",TBS,12,2022-04,Tv,78.0,AniList
2177,Non Non Biyori Vacation,"Comedy, Slice of Life",SILVER LINK.,1,2018-08,Movie,81.0,AniList
2178,Is It Wrong to Try to Pick Up Girls in a Dungeon? III: Is It Wrong to Try to Find a Hot Spring in Orario? -Bath God Forever-,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",J.C.STAFF,1,2021-04,Ova,67.0,AniList
2179,Magical Girl Lyrical Nanoha,"Action, Comedy, Drama, Fantasy, Mahou Shoujo",Seven Arcs,13,2004-10,Tv,71.0,AniList
2180,Senyuu,"Action, Adventure, Comedy, Fantasy",Ordet,13,2013-01,Tv Short,69.0,AniList
2181,Teasing Master Takagi-san: The Movie,"Comedy, Romance, Slice of Life",Shin-Ei Animation,1,2022-06,Movie,84.0,AniList
2182,Strike the Blood IV,"Action, Ecchi, Fantasy, Supernatural",CONNECT,12,2020-04,Ova,67.0,AniList
2183,Fate/Grand Order Absolute Demonic Front: Babylonia - Initium Iter,"Action, Fantasy, Supernatural",CloverWorks,1,2019-08,Special,70.0,AniList
